Depth(m),Age(kaBP),Deuterium(‰SMOW),dTemp(ºC)
1298,92.525,-419.7,-4.87
1298.55,92.577,-421,-5.09
1299.1,92.629,-415.7,-4.21
1299.65,92.679,-425.9,-5.9
1300.2,92.734,-418.6,-4.69
1300.75,92.786,-419.9,-4.91
1301.3,92.838,-419.7,-4.88
1301.85,92.889,-419.2,-4.8
1302.4,92.941,-422.7,-5.37
1302.95,92.995,-426.8,-6.05
1303.5,93.051,-418,-4.6
1304.05,93.104,-422.4,-5.32
1304.6,93.157,-421.4,-5.16
1305.15,93.211,-424,-5.59
1305.7,93.264,-416.7,-4.38
1306.25,93.315,-415.8,-4.23
1306.8,93.364,-417.8,-4.57
1307.35,93.414,-417.2,-4.47
1307.9,93.465,-419.1,-4.78
1308.45,93.517,-426,-5.92
1309,93.572,-420.7,-5.05
1309.55,93.626,-419.7,-4.88
1310.1,93.676,-411.5,-3.53
1310.65,93.725,-423.7,-5.54
1311.2,93.778,-418.8,-4.73
1311.75,93.83,-417,-4.44
1312.3,93.88,-419.1,-4.78
1312.85,93.931,-419.5,-4.85
1313.4,93.983,-418.4,-4.67
1313.95,94.034,-416.4,-4.34
1314.5,94.084,-416.7,-4.39
1315.05,94.133,-415.2,-4.14
1315.6,94.182,-415.7,-4.22
1316.15,94.232,-424.1,-5.61
1316.7,94.286,-414.3,-3.99
1317.25,94.335,-418,-4.6
1317.8,94.386,-422.9,-5.41
1318.35,94.44,-415.8,-4.24
1318.9,94.49,-420,-4.93
1319.45,94.542,-420.1,-4.95
1320,94.595,-420.7,-5.05
1320.55,94.649,-427.2,-6.12
1321.1,94.705,-418.5,-4.68
1321.65,94.757,-414,-3.94
1322.2,94.805,-406.7,-2.73
1322.75,94.849,-408.4,-3.02
1323.3,94.893,-415.4,-4.17
1323.85,94.941,-410.8,-3.41
1324.4,94.987,-412.1,-3.63
1324.95,95.034,-416.9,-4.42
1325.5,95.083,-415.2,-4.14
1326.05,95.132,-415,-4.11
1326.6,95.182,-419.3,-4.82
1327.15,95.234,-422.7,-5.38
1327.7,95.288,-420,-4.94
1328.25,95.341,-420.6,-5.03
1328.8,95.394,-422.4,-5.33
1329.35,95.449,-420.3,-4.98
1329.9,95.502,-419.9,-4.92
1330.45,95.555,-422.6,-5.36
1331,95.609,-417.6,-4.54
1331.55,95.661,-420.5,-5.02
1332.1,95.714,-422,-5.26
1332.65,95.767,-415.7,-4.22
1333.2,95.819,-420.2,-4.96
1333.75,95.871,-422.2,-5.3
1334.3,95.924,-409.7,-3.23
1334.85,95.972,-419.1,-4.78
1335.4,96.024,-425.6,-5.86
1335.95,96.079,-415.2,-4.14
1336.5,96.13,-419.2,-4.8
1337.05,96.182,-416.3,-4.32
1337.6,96.232,-412.7,-3.73
1338.15,96.28,-418,-4.6
1338.7,96.331,-421.8,-5.23
1339.25,96.385,-419.6,-4.87
1339.8,96.438,-412.5,-3.69
1340.35,96.486,-425.5,-5.84
1340.9,96.543,-421.3,-5.15
1341.45,96.597,-418.8,-4.73
1342,96.649,-413.3,-3.82
1342.55,96.699,-423.2,-5.46
1343.1,96.752,-416.1,-4.29
1343.65,96.804,-419.2,-4.8
1344.2,96.855,-415.8,-4.24
1344.75,96.906,-418.7,-4.72
1345.3,96.958,-418.6,-4.7
1345.85,97.011,-424.7,-5.71
1346.4,97.065,-411.7,-3.56
1346.95,97.116,-421.1,-5.11
1347.5,97.167,-415.7,-4.22
1348.05,97.218,-416.3,-4.32
1348.6,97.268,-415.7,-4.22
1349.15,97.319,-416.6,-4.37
1349.7,97.369,-415.4,-4.17
1350.25,97.42,-420.7,-5.05
1350.8,97.472,-419.4,-4.83
1351.35,97.525,-413.4,-3.84
1351.9,97.575,-423.2,-5.46
1352.45,97.629,-418.8,-4.73
1353,97.682,-419.6,-4.86
1353.55,97.735,-410.8,-3.41
1354.1,97.783,-415.6,-4.2
1354.65,97.832,-419.2,-4.8
1355.2,97.885,-421.2,-5.13
1355.75,97.94,-420.6,-5.03
1356.3,97.994,-419.1,-4.78
1356.85,98.046,-413.3,-3.82
1357.4,98.095,-417.2,-4.46
1357.95,98.146,-415.4,-4.16
1358.5,98.197,-423.1,-5.44
1359.05,98.251,-412.5,-3.68
1359.6,98.302,-422.6,-5.35
1360.15,98.355,-418.2,-4.63
1360.7,98.408,-418,-4.59
1361.25,98.459,-412.8,-3.73
1361.8,98.509,-418.3,-4.64
1362.35,98.56,-412.5,-3.68
1362.9,98.61,-419.4,-4.82
1363.45,98.662,-422.5,-5.33
1364,98.717,-421.4,-5.15
1364.55,98.772,-417.7,-4.54
1365.1,98.825,-422.3,-5.3
1365.65,98.88,-417.3,-4.47
1366.2,98.933,-424.5,-5.66
1366.75,98.99,-416.4,-4.32
1367.3,99.041,-418.7,-4.7
1367.85,99.094,-418.5,-4.67
1368.4,99.147,-425.8,-5.87
1368.95,99.205,-424.1,-5.59
1369.5,99.263,-421.5,-5.16
1370.05,99.318,-418.8,-4.71
1370.6,99.372,-422.2,-5.28
1371.15,99.427,-420.9,-5.06
1371.7,99.482,-418.7,-4.7
1372.25,99.535,-415.7,-4.2
1372.8,99.586,-421.8,-5.21
1373.35,99.641,-415.7,-4.2
1373.9,99.692,-415.5,-4.17
1374.45,99.743,-418,-4.58
1375,99.795,-417.7,-4.53
1375.55,99.848,-424.2,-5.61
1376.1,99.904,-416.3,-4.3
1376.65,99.957,-420.7,-5.03
1377.2,100.01,-416.4,-4.32
1377.75,100.062,-414.9,-4.07
1378.3,100.114,-419.8,-4.88
1378.85,100.166,-416.5,-4.33
1379.4,100.218,-413.8,-3.89
1379.95,100.269,-419,-4.75
1380.5,100.321,-417.4,-4.48
1381.05,100.374,-419.1,-4.76
1381.6,100.426,-413.2,-3.79
1382.15,100.477,-418.5,-4.67
1382.7,100.529,-414.6,-4.02
1383.25,100.58,-420.5,-5
1383.8,100.634,-417.9,-4.57
1384.35,100.687,-417.2,-4.45
1384.9,100.739,-416.3,-4.3
1385.45,100.791,-416.2,-4.29
1386,100.842,-414,-3.92
1386.55,100.893,-421.3,-5.13
1387.1,100.948,-420,-4.92
1387.65,101.003,-421.5,-5.16
1388.2,101.058,-419.9,-4.9
1388.75,101.113,-415.9,-4.24
1389.3,101.165,-416.7,-4.37
1389.85,101.216,-413.2,-3.79
1390.4,101.266,-411.7,-3.54
1390.95,101.315,-414.7,-4.04
1391.5,101.363,-407.1,-2.79
1392.05,101.41,-411.1,-3.45
1392.6,101.458,-417.5,-4.51
1393.15,101.509,-413.7,-3.88
1393.7,101.561,-419.5,-4.84
1394.25,101.614,-417.3,-4.47
1394.8,101.667,-418.6,-4.69
1395.35,101.72,-415,-4.09
1395.9,101.772,-418.3,-4.64
1396.45,101.825,-416.5,-4.34
1397,101.878,-416.5,-4.34
1397.55,101.93,-416,-4.26
1398.1,101.982,-420.6,-5.02
1398.65,102.038,-418,-4.59
1399.2,102.091,-416.9,-4.41
1399.75,102.144,-415.9,-4.24
1400.3,102.196,-419.9,-4.9
1400.85,102.252,-427.6,-6.18
1401.4,102.312,-418.9,-4.74
1401.95,102.368,-419.5,-4.84
1402.5,102.423,-421.3,-5.13
1403.05,102.479,-419.7,-4.87
1403.6,102.535,-419.1,-4.77
1404.15,102.59,-423.2,-5.45
1404.7,102.647,-416.4,-4.32
1405.25,102.702,-423.6,-5.51
1405.8,102.76,-424,-5.58
1406.35,102.819,-423.8,-5.54
1406.9,102.878,-422,-5.24
1407.45,102.935,-419.3,-4.8
1408,102.991,-426.3,-5.95
1408.55,103.052,-425,-5.74
1409.1,103.113,-427.9,-6.22
1409.65,103.175,-422.3,-5.29
1410.2,103.234,-432.5,-6.97
1410.75,103.302,-431.1,-6.74
1411.3,103.368,-428.2,-6.26
1411.85,103.433,-434.8,-7.35
1412.4,103.503,-432.6,-6.98
1412.95,103.571,-429.4,-6.45
1413.5,103.637,-434.5,-7.29
1414.05,103.705,-425.7,-5.83
1414.6,103.77,-432.1,-6.89
1415.15,103.836,-424.9,-5.69
1415.7,103.898,-428.3,-6.25
1416.25,103.961,-425.1,-5.72
1416.8,104.022,-424.8,-5.67
1417.35,104.083,-431.5,-6.78
1417.9,104.15,-427.8,-6.16
1418.45,104.212,-418.2,-4.57
1419,104.27,-424.7,-5.64
1419.55,104.33,-426.5,-5.94
1420.1,104.392,-423.7,-5.48
1420.65,104.453,-423.7,-5.47
1421.2,104.512,-422.6,-5.29
1421.75,104.572,-425.4,-5.75
1422.3,104.633,-422.4,-5.25
1422.85,104.692,-418.4,-4.59
1423.4,104.748,-420.3,-4.9
1423.95,104.804,-420.2,-4.88
1424.5,104.861,-418.7,-4.64
1425.05,104.918,-421.8,-5.15
1425.6,104.975,-420.8,-4.98
1426.15,105.033,-415,-4.02
1426.7,105.086,-420,-4.85
1427.25,105.143,-423.9,-5.49
1427.8,105.204,-424.6,-5.6
1428.35,105.264,-420.2,-4.87
1428.9,105.322,-419.7,-4.79
1429.45,105.379,-422.1,-5.18
1430,105.438,-420.3,-4.89
1430.55,105.495,-418.8,-4.64
1431.1,105.552,-419.5,-4.75
1431.65,105.608,-420.4,-4.9
1432.2,105.666,-422,-5.16
1432.75,105.725,-422.6,-5.26
1433.3,105.785,-421.8,-5.13
1433.85,105.844,-422.7,-5.27
1434.4,105.902,-412.2,-3.54
1434.95,105.956,-417.9,-4.48
1435.5,106.011,-420,-4.82
1436.05,106.067,-415.7,-4.11
1436.6,106.122,-418.1,-4.51
1437.15,106.178,-418.7,-4.6
1437.7,106.234,-414.7,-3.94
1438.25,106.287,-414.7,-3.94
1438.8,106.34,-416,-4.16
1439.35,106.394,-413.1,-3.68
1439.9,106.447,-414.7,-3.94
1440.45,106.499,-411,-3.33
1441,106.55,-412.6,-3.59
1441.55,106.601,-409.1,-3.01
1442.1,106.651,-413.4,-3.72
1442.65,106.704,-416,-4.15
1443.2,106.759,-422.2,-5.17
1443.75,106.818,-420.1,-4.83
1444.3,106.876,-418.9,-4.63
1444.85,106.933,-415.3,-4.03
1445.4,106.988,-420.1,-4.82
1445.95,107.046,-416.9,-4.29
1446.5,107.103,-421.2,-5
1447.05,107.162,-423.2,-5.32
1447.6,107.223,-421.6,-5.06
1448.15,107.283,-420.5,-4.87
1448.7,107.343,-426.3,-5.83
1449.25,107.406,-421.5,-5.03
1449.8,107.468,-424.5,-5.52
1450.35,107.53,-420.8,-4.91
1450.9,107.59,-424.9,-5.58
1451.45,107.653,-425.2,-5.63
1452,107.717,-424.7,-5.54
1452.55,107.781,-429,-6.25
1453.1,107.849,-428.9,-6.23
1453.65,107.917,-429.9,-6.39
1454.2,107.986,-430.4,-6.46
1454.75,108.056,-429.9,-6.38
1455.3,108.125,-430.8,-6.52
1455.85,108.195,-432.6,-6.81
1456.4,108.267,-433.1,-6.89
1456.95,108.34,-436.9,-7.51
1457.5,108.416,-430,-6.36
1458.05,108.487,-433.7,-6.97
1458.6,108.561,-431.1,-6.53
1459.15,108.632,-433.2,-6.88
1459.7,108.705,-430.1,-6.36
1460.25,108.776,-435.2,-7.19
1460.8,108.851,-430.6,-6.43
1461.35,108.922,-430.8,-6.46
1461.9,108.994,-438.6,-7.74
1462.45,109.072,-430,-6.31
1463,109.143,-427,-5.81
1463.55,109.211,-429.7,-6.25
1464.1,109.28,-428.7,-6.08
1464.65,109.349,-424.6,-5.39
1465.2,109.416,-434.6,-7.04
1465.75,109.49,-427.2,-5.81
1466.3,109.557,-426.1,-5.62
1466.85,109.624,-425.9,-5.58
1467.4,109.69,-426.1,-5.61
1467.95,109.756,-424.9,-5.41
1468.5,109.822,-422.5,-5.01
1469.05,109.885,-432.3,-6.62
1469.6,109.957,-426.6,-5.67
1470.15,110.025,-418,-4.25
1470.7,110.085,-424.7,-5.35
1471.25,110.151,-431.2,-6.42
1471.8,110.222,-426.4,-5.62
1472.35,110.29,-426.2,-5.58
1472.9,110.356,-419.5,-4.47
1473.45,110.419,-423.5,-5.12
1474,110.482,-424.4,-5.27
1474.55,110.548,-424.4,-5.26
1475.1,110.614,-426.3,-5.57
1475.65,110.681,-425.4,-5.41
1476.2,110.747,-421.6,-4.78
1476.75,110.811,-424.7,-5.29
1477.3,110.876,-421.8,-4.8
1477.85,110.94,-422.6,-4.93
1478.4,111.005,-425.8,-5.45
1478.95,111.071,-423.1,-5
1479.5,111.136,-422.9,-4.96
1480.05,111.2,-417.8,-4.12
1480.6,111.263,-427.6,-5.73
1481.15,111.33,-427.9,-5.77
1481.7,111.4,-421.4,-4.69
1482.25,111.465,-425.8,-5.41
1482.8,111.532,-424.5,-5.19
1483.35,111.598,-420,-4.44
1483.9,111.662,-426,-5.43
1484.45,111.729,-426.3,-5.47
1485,111.797,-425,-5.25
1485.55,111.865,-424.6,-5.18
1486.1,111.932,-422.5,-4.83
1486.65,111.997,-425.9,-5.38
1487.2,112.066,-427.4,-5.62
1487.75,112.135,-420.5,-4.48
1488.3,112.199,-421.3,-4.6
1488.85,112.263,-424.6,-5.14
1489.4,112.33,-427.6,-5.63
1489.95,112.4,-421.4,-4.6
1490.5,112.464,-418.7,-4.15
1491.05,112.527,-424.3,-5.07
1491.6,112.592,-418,-4.02
1492.15,112.654,-416.8,-3.82
1492.7,112.714,-420.1,-4.36
1493.25,112.777,-422.6,-4.77
1493.8,112.843,-421.9,-4.64
1494.35,112.907,-421,-4.49
1494.9,112.971,-418.6,-4.09
1495.45,113.034,-418.7,-4.1
1496,113.097,-424.7,-5.08
1496.55,113.162,-413.4,-3.21
1497.1,113.222,-416,-3.64
1497.65,113.281,-418.1,-3.98
1498.2,113.342,-415.4,-3.53
1498.75,113.403,-420.4,-4.35
1499.3,113.466,-422.1,-4.62
1499.85,113.531,-416.7,-3.73
1500.4,113.592,-414.9,-3.42
1500.95,113.652,-422.6,-4.69
1501.5,113.716,-414,-3.26
1502.05,113.776,-412.8,-3.06
1502.6,113.833,-411.4,-2.82
1503.15,113.889,-413.6,-3.18
1503.7,113.947,-412.7,-3.03
1504.25,114.004,-411.5,-2.83
1504.8,114.06,-411.8,-2.87
1505.35,114.116,-406.6,-2.01
1505.9,114.17,-413.5,-3.14
1506.45,114.227,-412.4,-2.96
1507,114.284,-413.2,-3.08
1507.55,114.342,-410,-2.55
1508.1,114.398,-406.8,-2.02
1508.65,114.452,-413.3,-3.09
1509.2,114.509,-414.7,-3.31
1509.75,114.569,-414.5,-3.27
1510.3,114.627,-411,-2.69
1510.85,114.684,-409.4,-2.42
1511.4,114.74,-404.6,-1.63
1511.95,114.792,-405.9,-1.84
1512.5,114.844,-409.9,-2.49
1513.05,114.899,-412.1,-2.85
1513.6,114.956,-408,-2.17
1514.15,115.01,-409.7,-2.45
1514.7,115.064,-400.7,-0.96
1515.25,115.115,-408,-2.16
1515.8,115.169,-406.6,-1.92
1516.35,115.223,-408.2,-2.18
1516.9,115.276,-402.3,-1.21
1517.45,115.327,-410.8,-2.6
1518,115.382,-407.9,-2.12
1518.55,115.436,-409.4,-2.36
1519.1,115.492,-408.6,-2.23
1519.65,115.546,-407.7,-2.07
1520.2,115.599,-405,-1.62
1520.75,115.652,-409,-2.28
1521.3,115.707,-411,-2.6
1521.85,115.762,-405.1,-1.63
1522.4,115.815,-403.9,-1.42
1522.95,115.868,-411.1,-2.61
1523.5,115.922,-405.7,-1.71
1524.05,115.976,-405.2,-1.63
1524.6,116.029,-410.9,-2.56
1525.15,116.085,-404,-1.42
1525.7,116.136,-405.9,-1.73
1526.25,116.189,-413.8,-3.03
1526.8,116.248,-404.9,-1.55
1527.35,116.3,-400.4,-0.81
1527.9,116.35,-402.9,-1.21
1528.45,116.4,-401.7,-1.01
1529,116.45,-403.1,-1.24
1529.55,116.5,-401.8,-1.02
1530.1,116.55,-405.3,-1.6
1530.65,116.602,-404.6,-1.48
1531.2,116.654,-402.9,-1.19
1531.75,116.704,-399.1,-0.56
1532.3,116.754,-403.7,-1.32
1532.85,116.805,-406.1,-1.71
1533.4,116.856,-397.6,-0.3
1533.95,116.905,-400.6,-0.79
1534.5,116.953,-398.4,-0.43
1535.05,117.001,-401.8,-0.99
1535.6,117.051,-405.3,-1.56
1536.15,117.102,-395.6,0.04
1536.7,117.149,-399.3,-0.56
1537.25,117.197,-398.9,-0.5
1537.8,117.245,-399.3,-0.56
1538.35,117.293,-397.9,-0.32
1538.9,117.34,-393.9,0.34
1539.45,117.385,-400.2,-0.7
1540,117.433,-400.6,-0.76
1540.55,117.482,-397.2,-0.2
1541.1,117.53,-398.4,-0.39
1541.65,117.577,-398.3,-0.37
1542.2,117.624,-393.7,0.39
1542.75,117.67,-399.1,-0.5
1543.3,117.717,-399.2,-0.51
1543.85,117.765,-393.7,0.4
1544.4,117.811,-398.6,-0.41
1544.95,117.857,-395.6,0.09
1545.5,117.905,-401.4,-0.87
1546.05,117.954,-400.1,-0.65
1546.6,118.001,-387.8,1.38
1547.15,118.044,-391.8,0.73
1547.7,118.087,-389.3,1.14
1548.25,118.129,-395.9,0.05
1548.8,118.175,-401.7,-0.9
1549.35,118.224,-394.9,0.22
1549.9,118.271,-398.2,-0.32
1550.45,118.318,-400.5,-0.7
1551,118.366,-393.7,0.43
1551.55,118.412,-393.3,0.5
1552.1,118.456,-392.1,0.7
1552.65,118.501,-399.3,-0.49
1553.2,118.549,-395.4,0.16
1553.75,118.595,-396.9,-0.09
1554.3,118.643,-398.5,-0.35
1554.85,118.691,-396.8,-0.07
1555.4,118.738,-391.9,0.75
1555.95,118.782,-397.6,-0.19
1556.5,118.829,-394.7,0.29
1557.05,118.874,-394,0.41
1557.6,118.918,-388.4,1.33
1558.15,118.962,-395.5,0.16
1558.7,119.005,-386.8,1.6
1559.25,119.048,-393.1,0.56
1559.8,119.092,-392.8,0.61
1560.35,119.136,-394.6,0.32
1560.9,119.182,-395.4,0.19
1561.45,119.227,-392.2,0.72
1562,119.272,-394.9,0.28
1562.55,119.317,-394.8,0.3
1563.1,119.363,-391.4,0.87
1563.65,119.408,-398.7,-0.33
1564.2,119.455,-396,0.12
1564.75,119.501,-388.9,1.29
1565.3,119.544,-392.7,0.67
1565.85,119.588,-388.5,1.37
1566.4,119.63,-395.1,0.28
1566.95,119.675,-391.4,0.89
1567.5,119.719,-389.3,1.25
1568.05,119.76,-384.1,2.11
1568.6,119.801,-392.3,0.76
1569.15,119.844,-392.9,0.66
1569.7,119.888,-390.1,1.13
1570.25,119.931,-394.1,0.47
1570.8,119.977,-396.3,0.11
1571.35,120.022,-391.9,0.84
1571.9,120.067,-390.2,1.13
1572.45,120.11,-393.5,0.59
1573,120.153,-385.1,1.98
1573.55,120.195,-393.5,0.59
1574.1,120.239,-385.6,1.9
1574.65,120.279,-387.8,1.54
1575.2,120.32,-389.6,1.25
1575.75,120.362,-388.3,1.47
1576.3,120.404,-392.4,0.79
1576.85,120.448,-390.3,1.14
1577.4,120.491,-388.9,1.38
1577.95,120.533,-391.3,0.99
1578.5,120.576,-393,0.71
1579.05,120.62,-391.5,0.96
1579.6,120.664,-389.6,1.28
1580.15,120.707,-391.2,1.02
1580.7,120.75,-390.6,1.12
1581.25,120.793,-386.2,1.85
1581.8,120.833,-389.5,1.31
1582.35,120.875,-387.8,1.59
1582.9,120.917,-388.9,1.42
1583.45,120.958,-387.9,1.58
1584,120.999,-386.2,1.87
1584.55,121.04,-382.4,2.5
1585.1,121.078,-390.6,1.15
1585.65,121.121,-391,1.08
1586.2,121.162,-382.5,2.49
1586.75,121.203,-390.2,1.22
1587.3,121.244,-389.2,1.39
1587.85,121.286,-389.3,1.38
1588.4,121.328,-388.3,1.55
1588.95,121.37,-389.4,1.37
1589.5,121.412,-388.3,1.55
1590.05,121.453,-383.6,2.33
1590.6,121.492,-386.4,1.87
1591.15,121.532,-380.3,2.88
1591.7,121.57,-387.6,1.68
1592.25,121.611,-391.8,0.98
1592.8,121.653,-384.3,2.23
1593.35,121.693,-383.5,2.36
1593.9,121.732,-387.7,1.67
1594.45,121.773,-388.6,1.52
1595,121.814,-387.6,1.69
1595.55,121.855,-384.9,2.14
1596.1,121.895,-389,1.46
1596.65,121.937,-395,0.47
1597.2,121.982,-390.4,1.24
1597.75,122.025,-388.8,1.5
1598.3,122.068,-391.3,1.09
1598.85,122.11,-387.6,1.71
1599.4,122.152,-390.5,1.23
1599.95,122.195,-387.1,1.8
1600.5,122.237,-385.5,2.06
1601.05,122.277,-384,2.31
1601.6,122.316,-387.6,1.72
1602.15,122.356,-381.6,2.71
1602.7,122.395,-384.8,2.18
1603.25,122.435,-390.3,1.28
1603.8,122.478,-388,1.66
1604.35,122.519,-386,1.99
1604.9,122.56,-387.6,1.73
1605.45,122.601,-387.3,1.78
1606,122.641,-385.6,2.06
1606.55,122.681,-384.7,2.21
1607.1,122.721,-385.6,2.06
1607.65,122.761,-388.1,1.65
1608.2,122.801,-382.8,2.53
1608.75,122.84,-381.7,2.71
1609.3,122.878,-383.9,2.34
1609.85,122.918,-391.6,1.07
1610.4,122.958,-383.3,2.44
1610.95,122.999,-385.4,2.09
1611.5,123.038,-385.1,2.14
1612.05,123.078,-388.1,1.65
1612.6,123.118,-384,2.32
1613.15,123.16,-394.9,0.52
1613.7,123.202,-383.2,2.45
1614.25,123.242,-383.7,2.37
1614.8,123.281,-387.5,1.74
1615.35,123.323,-390.2,1.29
1615.9,123.364,-382.6,2.55
1616.45,123.405,-391.4,1.09
1617,123.446,-384.7,2.2
1617.55,123.486,-389,1.48
1618.1,123.527,-379.8,3.01
1618.65,123.566,-389,1.48
1619.2,123.607,-390.1,1.3
1619.75,123.649,-383.5,2.39
1620.3,123.688,-381.4,2.73
1620.85,123.726,-384,2.3
1621.4,123.765,-383.9,2.32
1621.95,123.805,-388.7,1.52
1622.5,123.845,-379,3.12
1623.05,123.882,-383.9,2.31
1623.6,123.921,-385.5,2.04
1624.15,123.961,-382.9,2.47
1624.7,124,-388,1.62
1625.25,124.041,-392.8,0.83
1625.8,124.086,-382.6,2.51
1626.35,124.124,-382.9,2.46
1626.9,124.163,-383.7,2.33
1627.45,124.2,-375,3.77
1628,124.235,-382.6,2.5
1628.55,124.273,-379.8,2.96
1629.1,124.309,-375.6,3.66
1629.65,124.345,-386,1.93
1630.2,124.385,-382.7,2.48
1630.75,124.424,-384.9,2.11
1631.3,124.462,-380,2.92
1631.85,124.501,-389.2,1.39
1632.4,124.542,-388.3,1.54
1632.95,124.585,-392.5,0.84
1633.5,124.628,-386.4,1.85
1634.05,124.67,-384.7,2.13
1634.6,124.711,-392.3,0.87
1635.15,124.754,-393.9,0.6
1635.7,124.799,-387.2,1.71
1636.25,124.841,-384.8,2.1
1636.8,124.881,-381,2.73
1637.35,124.92,-388,1.57
1637.9,124.96,-384,2.23
1638.45,125.001,-390.7,1.11
1639,125.043,-392.5,0.81
1639.55,125.088,-385,2.05
1640.1,125.129,-391.8,0.92
1640.65,125.172,-389.7,1.27
1641.2,125.215,-385.2,2.01
1641.75,125.256,-386.8,1.74
1642.3,125.297,-388.6,1.44
1642.85,125.339,-391.5,0.96
1643.4,125.383,-385.8,1.9
1643.95,125.424,-387.1,1.68
1644.5,125.465,-385,2.03
1645.05,125.506,-385.2,1.99
1645.6,125.546,-390.3,1.14
1646.15,125.589,-389.5,1.27
1646.7,125.632,-389.1,1.33
1647.25,125.674,-388.1,1.5
1647.8,125.717,-390.6,1.08
1648.35,125.76,-387.3,1.62
1648.9,125.803,-393.5,0.59
1649.45,125.848,-395.8,0.21
1650,125.894,-384.4,2.09
1650.55,125.935,-388.6,1.39
1651.1,125.978,-390.5,1.08
1651.65,126.022,-390.3,1.11
1652.2,126.064,-383.2,2.28
1652.75,126.106,-392.2,0.79
1653.3,126.148,-384,2.14
1653.85,126.189,-391.8,0.84
1654.4,126.233,-391.4,0.91
1654.95,126.277,-384.4,2.06
1655.5,126.318,-384.4,2.06
1656.05,126.359,-394.2,0.43
1656.6,126.403,-390.1,1.11
1657.15,126.448,-394.8,0.33
1657.7,126.494,-393.8,0.49
1658.25,126.541,-388.7,1.33
1658.8,126.583,-389.7,1.16
1659.35,126.626,-386,1.77
1659.9,126.668,-385.1,1.91
1660.45,126.708,-387.6,1.5
1661,126.749,-382.2,2.39
1661.55,126.789,-380.9,2.6
1662.1,126.827,-383.6,2.14
1662.65,126.866,-382.7,2.29
1663.2,126.904,-377.1,3.21
1663.75,126.94,-381.2,2.53
1664.3,126.978,-377.2,3.18
1664.85,127.015,-383.5,2.14
1665.4,127.053,-379.5,2.79
1665.95,127.09,-377,3.2
1666.5,127.126,-380.3,2.65
1667.05,127.164,-384.8,1.9
1667.6,127.203,-383.2,2.16
1668.15,127.243,-382.6,2.25
1668.7,127.281,-380.4,2.61
1669.25,127.319,-378.9,2.86
1669.8,127.357,-386.1,1.66
1670.35,127.397,-384.7,1.89
1670.9,127.437,-383.5,2.08
1671.45,127.476,-378,2.98
1672,127.512,-375.9,3.33
1672.55,127.548,-381.2,2.44
1673.1,127.586,-379.2,2.77
1673.65,127.622,-378.1,2.95
1674.2,127.66,-383.5,2.04
1674.75,127.698,-378,2.95
1675.3,127.735,-374.1,3.59
1675.85,127.773,-376.1,3.25
1676.4,127.81,-378.7,2.81
1676.95,127.846,-369.1,4.4
1677.5,127.879,-375.3,3.36
1678.05,127.913,-371.8,3.93
1678.6,127.947,-369.4,4.32
1679.15,127.979,-368.7,4.43
1679.7,128.013,-375.1,3.36
1680.25,128.047,-371.4,3.97
1680.8,128.079,-376,3.2
1681.35,128.113,-374.3,3.47
1681.9,128.147,-375.5,3.26
1682.45,128.182,-368.7,4.38
1683,128.215,-379.6,2.56
1683.55,128.249,-366.1,4.79
1684.1,128.284,-370.8,4
1684.65,128.317,-377.4,2.9
1685.2,128.349,-370.2,4.08
1685.75,128.38,-373.9,3.46
1686.3,128.412,-365.8,4.79
1686.85,128.443,-366.2,4.71
1687.4,128.474,-370.1,4.06
1687.95,128.506,-365.2,4.86
1688.5,128.537,-371.3,3.84
1689.05,128.567,-375.7,3.1
1689.6,128.598,-372.2,3.66
1690.15,128.631,-365,4.84
1690.7,128.662,-361.2,5.46
1691.25,128.694,-370.2,3.96
1691.8,128.726,-373.9,3.34
1692.35,128.759,-368,4.3
1692.9,128.791,-366.2,4.59
1693.45,128.822,-366.6,4.51
1694,128.855,-374.7,3.16
1694.55,128.889,-370.8,3.79
1695.1,128.922,-370.2,3.88
1695.65,128.956,-379.4,2.35
1696.2,128.991,-372.3,3.52
1696.75,129.024,-371.4,3.66
1697.3,129.058,-365.6,4.61
1697.85,129.09,-373,3.38
1698.4,129.125,-374.5,3.12
1698.95,129.158,-368.6,4.09
1699.5,129.191,-370.3,3.8
1700.05,129.224,-370.4,3.77
1700.6,129.256,-365.6,4.56
1701.15,129.287,-377.1,2.65
1701.7,129.323,-375,2.98
1702.25,129.358,-375.6,2.88
1702.8,129.393,-366.6,4.35
1703.35,129.425,-372.1,3.44
1703.9,129.459,-374.3,3.06
1704.45,129.493,-370,3.77
1705,129.526,-373,3.26
1705.55,129.56,-372.6,3.32
1706.1,129.594,-371.7,3.46
1706.65,129.627,-372.2,3.37
1707.2,129.661,-373.9,3.08
1707.75,129.696,-380.8,1.93
1708.3,129.734,-377.8,2.42
1708.85,129.77,-370,3.7
1709.4,129.804,-372.3,3.31
1709.95,129.838,-374.6,2.92
1710.5,129.873,-373.6,3.08
1711.05,129.907,-371.9,3.35
1711.6,129.941,-378.1,2.31
1712.15,129.977,-375.6,2.72
1712.7,130.013,-374.4,2.91
1713.25,130.049,-371.4,3.39
1713.8,130.083,-382.4,1.57
1714.35,130.122,-379,2.12
1714.9,130.158,-374.7,2.82
1715.45,130.194,-378.5,2.19
1716,130.231,-380.1,1.91
1716.55,130.268,-375.8,2.61
1717.1,130.305,-374.9,2.75
1717.65,130.341,-381.4,1.67
